LOG_NO,RACE,GENDER,BIRTH_YEAR,INJURY_CONDITION
1086011,BLACK,MALE,1997,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086012,BLACK,MALE,1984,UNKNOWN
1086012,BLACK,MALE,1986,UNKNOWN
1086014,ASIAN/PACIFIC ISLANDER,MALE,1968,
1086015,BLACK,MALE,1981,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086016,BLACK,FEMALE,1972,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086017,BLACK,FEMALE,1967,UNKNOWN
1086018,WHITE HISPANIC,FEMALE,1987,"INJURED, HOSPITALIZED"
1086018,BLACK,MALE,1991,"INJURED, REFUSED MEDICAL AID"
1086019,BLACK,FEMALE,1949,UNKNOWN
1086020,WHITE,FEMALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086022,BLACK,MALE,1975,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086025,BLACK,MALE,1969,UNKNOWN
1086027,,,,
1086030,BLACK,FEMALE,1966,UNKNOWN
1086031,BLACK,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086031,BLACK,FEMALE,1998,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086033,BLACK,MALE,1986,UNKNOWN
1086035,,,,
1086036,SPANISH (DO NOT USE),MALE,1976,
1086037,BLACK,MALE,1993,
1086039,WHITE HISPANIC,MALE,1997,
1086040,WHITE HISPANIC,MALE,1984,
1086041,BLACK,MALE,1961,UNKNOWN
1086042,WHITE HISPANIC,MALE,1991,"NO VISIBLE INJURY, UNDER INFLUENCE"
1086043,BLACK,FEMALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086043,BLACK,MALE,1968,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086044,BLACK,MALE,1981,UNKNOWN
1086045,WHITE,FEMALE,1991,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086047,BLACK,MALE,1970,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086048,BLACK,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086049,BLACK,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086050,BLACK,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086051,BLACK,FEMALE,1961,
1086052,BLACK,FEMALE,1941,UNKNOWN
1086055,BLACK,MALE,1981,"INJURED, REFUSED MEDICAL AID, UNDER INFLUENCE"
1086056,BLACK,MALE,1990,UNKNOWN
1086057,BLACK,MALE,,UNKNOWN
1086058,BLACK,MALE,1989,
1086059,BLACK,FEMALE,1971,
1086061,,,,
1086062,BLACK,FEMALE,1974,UNKNOWN
1086063,BLACK,MALE,1967,UNKNOWN
1086065,BLACK,MALE,1982,UNKNOWN
1086066,BLACK,MALE,1994,UNKNOWN
1086067,WHITE,MALE,1957,UNKNOWN
1086069,BLACK,MALE,1995,
1086070,BLACK,MALE,1991,
1086071,WHITE HISPANIC,MALE,1983,"INJURED, HOSPITALIZED"
1086072,BLACK,FEMALE,,UNKNOWN
1086073,BLACK,MALE,1991,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086074,BLACK,MALE,1979,
1086075,BLACK,FEMALE,1975,UNKNOWN
1086078,BLACK,FEMALE,1991,UNKNOWN
1086080,,,,
1086081,,,,
1086082,ASIAN/PACIFIC ISLANDER,FEMALE,1964,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086084,WHITE,FEMALE,1976,"INJURED, NOT HOSPITALIZED"
1086085,WHITE,MALE,,UNKNOWN
1086085,BLACK,MALE,,UNKNOWN
1086088,,,,
1086089,BLACK,MALE,1963,UNKNOWN
1086090,BLACK,MALE,1994,
1086091,BLACK,MALE,1962,UNKNOWN
1086092,WHITE,MALE,1962,UNKNOWN
1086093,,,,
1086097,WHITE,FEMALE,1974,UNKNOWN
1086098,BLACK,FEMALE,1999,UNKNOWN
1086099,,,,
1086100,BLACK,MALE,1999,"INJURED, NOT HOSPITALIZED"
1086101,BLACK,FEMALE,1975,UNKNOWN
1086102,BLACK,FEMALE,1991,UNKNOWN
1086103,,,,
1086104,UNKNOWN,MALE,,UNKNOWN
1086104,UNKNOWN,MALE,,UNKNOWN
1086105,,,,
1086106,BLACK,FEMALE,1983,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086107,BLACK,MALE,1984,UNKNOWN
1086108,BLACK,FEMALE,1991,UNKNOWN
1086109,BLACK,MALE,1988,UNKNOWN
1086111,,,,
1086112,BLACK,MALE,1975,UNKNOWN
1086113,,,,
1086114,BLACK,MALE,1963,
1086115,BLACK,MALE,1996,
1086116,BLACK,MALE,1979,
1086117,BLACK,MALE,1989,
1086118,BLACK,MALE,1967,
1086119,WHITE HISPANIC,MALE,1983,
1086121,WHITE HISPANIC,MALE,1980,
1086125,BLACK,FEMALE,1964,UNKNOWN
1086126,WHITE,MALE,1969,UNKNOWN
1086127,BLACK,MALE,1983,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086127,BLACK,FEMALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086129,BLACK,FEMALE,1994,UNKNOWN
1086132,ASIAN/PACIFIC ISLANDER,MALE,1993,
1086133,BLACK,MALE,1979,
1086133,BLACK,MALE,2002,
1086135,,,,
1086136,BLACK,MALE,2000,UNKNOWN
1086137,WHITE,FEMALE,1965,UNKNOWN
1086142,SPANISH (DO NOT USE),MALE,1976,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086143,BLACK,FEMALE,1950,UNKNOWN
1086144,UNKNOWN,MALE,,UNKNOWN
1086145,WHITE HISPANIC,MALE,1972,
1086146,ASIAN/PACIFIC ISLANDER,MALE,1995,
1086148,BLACK,MALE,1944,
1086149,,FEMALE,1957,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086150,WHITE HISPANIC,FEMALE,1983,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086150,WHITE HISPANIC,MALE,2005,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086151,UNKNOWN,MALE,,UNKNOWN
1086154,BLACK,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086158,BLACK,MALE,1990,"INJURED, NOT HOSPITALIZED"
1086159,WHITE,FEMALE,1973,
1086161,WHITE HISPANIC,MALE,1988,
1086162,BLACK,MALE,1985,UNKNOWN
1086163,WHITE,FEMALE,,
1086163,WHITE,MALE,,UNKNOWN
1086165,BLACK,MALE,1991,
1086166,WHITE HISPANIC,MALE,1983,
1086167,WHITE HISPANIC,MALE,1998,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086168,BLACK,MALE,1994,UNKNOWN
1086170,BLACK,MALE,1988,UNKNOWN
1086172,BLACK,MALE,1972,UNKNOWN
1086173,BLACK,MALE,1995,
1086174,WHITE,FEMALE,1962,UNKNOWN
1086175,BLACK,MALE,1983,
1086176,WHITE HISPANIC,MALE,1998,
1086176,WHITE HISPANIC,MALE,1998,UNKNOWN
1086176,WHITE HISPANIC,MALE,,UNKNOWN
1086177,WHITE,FEMALE,1983,UNKNOWN
1086178,BLACK,FEMALE,1986,UNKNOWN
1086178,WHITE,MALE,1960,UNKNOWN
1086179,BLACK,FEMALE,1991,UNKNOWN
1086180,BLACK,MALE,1996,
1086180,BLACK,MALE,1998,
1086181,,,,
1086182,,,,
1086183,BLACK,MALE,1981,UNKNOWN
1086184,BLACK,MALE,1959,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086185,BLACK,MALE,1998,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086185,BLACK,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086186,BLACK,MALE,2003,UNKNOWN
1086187,WHITE,MALE,1971,UNKNOWN
1086187,WHITE,FEMALE,1977,UNKNOWN
1086187,WHITE,MALE,2001,"INJURED, NOT HOSPITALIZED"
1086187,WHITE,FEMALE,1977,
1086189,BLACK,MALE,1997,"INJURED, HOSPITALIZED"
1086189,BLACK,MALE,1997,
1086190,BLACK,MALE,1979,"INJURED, HOSPITALIZED"
1086191,,,,
1086192,,,,
1086193,UNKNOWN,MALE,,UNKNOWN
1086194,BLACK,MALE,1999,
1086195,WHITE,MALE,,UNKNOWN
1086196,,,,
1086198,WHITE,FEMALE,,
1086199,BLACK,MALE,1978,
1086200,BLACK,MALE,,UNKNOWN
1086201,BLACK,MALE,1994,
1086202,BLACK,MALE,,
1086203,,,,
1086204,BLACK,MALE,1991,UNKNOWN
1086205,,,,
1086206,WHITE HISPANIC,MALE,1981,
1086208,WHITE,MALE,,UNKNOWN
1086209,BLACK,FEMALE,,UNKNOWN
1086210,BLACK,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086211,BLACK,MALE,1981,UNKNOWN
1086213,BLACK,MALE,1989,UNKNOWN
1086213,BLACK,MALE,1989,UNKNOWN
1086214,WHITE HISPANIC,MALE,1965,UNKNOWN
1086215,WHITE,MALE,1975,UNKNOWN
1086216,BLACK,MALE,1990,UNKNOWN
1086217,BLACK,MALE,1981,UNKNOWN
1086218,WHITE,MALE,,UNKNOWN
1086220,UNKNOWN,MALE,1991,
1086221,BLACK,MALE,1990,UNKNOWN
1086222,WHITE,MALE,1969,UNKNOWN
1086223,BLACK,MALE,1994,UNKNOWN
1086223,BLACK,FEMALE,1985,UNKNOWN
1086223,BLACK,MALE,,UNKNOWN
1086223,BLACK,FEMALE,1978,UNKNOWN
1086223,BLACK,FEMALE,1997,UNKNOWN
1086224,BLACK,MALE,,UNKNOWN
1086225,BLACK,MALE,1940,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086227,BLACK,MALE,1982,
1086229,WHITE HISPANIC,MALE,1982,UNKNOWN
1086230,,,,
1086231,BLACK,MALE,1959,UNKNOWN
1086232,BLACK,MALE,1989,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086234,WHITE,MALE,1976,UNKNOWN
1086235,BLACK,MALE,1993,UNKNOWN
1086237,WHITE HISPANIC,MALE,1980,UNKNOWN
1086239,BLACK,MALE,1984,UNKNOWN
1086240,SPANISH (DO NOT USE),MALE,1964,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086241,BLACK,FEMALE,1989,"INJURED, HOSPITALIZED"
1086245,WHITE,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086245,WHITE,FEMALE,1960,
1086248,WHITE HISPANIC,FEMALE,1974,"INJURED, NOT HOSPITALIZED"
1086250,BLACK,MALE,1983,UNKNOWN
1086251,WHITE,FEMALE,,UNKNOWN
1086252,UNKNOWN,MALE,1989,UNKNOWN
1086253,BLACK,MALE,1991,
1086254,BLACK,MALE,1975,
1086256,BLACK,MALE,1994,
1086259,BLACK,MALE,1998,
1086260,BLACK,MALE,1983,
1086264,BLACK,MALE,1982,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086265,BLACK,MALE,1960,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086266,,FEMALE,,UNKNOWN
1086271,BLACK,FEMALE,1942,UNKNOWN
1086272,BLACK,FEMALE,2000,UNKNOWN
1086273,BLACK,MALE,1961,UNKNOWN
1086274,BLACK,MALE,1981,UNKNOWN
1086277,BLACK,FEMALE,1983,UNKNOWN
1086278,BLACK,FEMALE,1991,UNKNOWN
1086279,UNKNOWN,FEMALE,,UNKNOWN
1086280,BLACK,MALE,1984,UNKNOWN
1086282,WHITE HISPANIC,MALE,1982,
1086283,WHITE,MALE,1963,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086284,WHITE,FEMALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086285,BLACK,MALE,1998,"INJURED, HOSPITALIZED"
1086286,WHITE,MALE,1967,
1086287,BLACK,FEMALE,,UNKNOWN
1086288,BLACK,MALE,1954,UNKNOWN
1086289,BLACK,MALE,1988,
1086290,BLACK,MALE,1988,UNKNOWN
1086291,BLACK,MALE,1992,
1086293,BLACK,FEMALE,1980,UNKNOWN
1086294,BLACK,MALE,1970,
1086296,BLACK,MALE,1988,UNKNOWN
1086298,WHITE,MALE,1957,
1086301,WHITE HISPANIC,FEMALE,1989,UNKNOWN
1086302,,,,
1086304,BLACK,FEMALE,1985,UNKNOWN
1086305,BLACK,FEMALE,1959,UNKNOWN
1086306,WHITE,MALE,,UNKNOWN
1086308,BLACK,FEMALE,1967,UNKNOWN
1086309,,,,
1086310,BLACK,MALE,1971,UNKNOWN
1086314,BLACK,MALE,1956,UNKNOWN
1086315,WHITE,FEMALE,1985,UNKNOWN
1086316,BLACK,FEMALE,1978,UNKNOWN
1086317,BLACK,MALE,,UNKNOWN
1086318,BLACK,MALE,1991,
1086319,BLACK,FEMALE,1978,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086322,BLACK,MALE,1984,
1086323,BLACK,MALE,1999,UNKNOWN
1086324,BLACK HISPANIC,MALE,,UNKNOWN
1086325,WHITE HISPANIC,MALE,1986,"INJURED, NOT HOSPITALIZED"
1086327,UNKNOWN,MALE,,
1086328,BLACK,FEMALE,1989,UNKNOWN
1086329,UNKNOWN,MALE,1992,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086331,BLACK,FEMALE,1965,UNKNOWN
1086332,BLACK,MALE,1993,UNKNOWN
1086333,BLACK,MALE,,UNKNOWN
1086338,,,,
1086339,WHITE,FEMALE,,
1086340,BLACK,MALE,1970,UNKNOWN
1086342,BLACK,MALE,1988,"INJURED, HOSPITALIZED"
1086344,,,,
1086345,WHITE,MALE,1980,
1086349,WHITE,MALE,1961,UNKNOWN
1086350,BLACK,FEMALE,1954,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086351,,,,
1086352,BLACK,MALE,1997,UNKNOWN
1086353,BLACK,FEMALE,1996,
1086353,BLACK,FEMALE,1993,
1086353,BLACK,FEMALE,1972,
1086355,UNKNOWN,FEMALE,,UNKNOWN
1086356,,MALE,1955,UNKNOWN
1086358,BLACK,MALE,1965,UNKNOWN
1086359,BLACK,MALE,1986,UNKNOWN
1086360,BLACK,MALE,1951,UNKNOWN
1086361,BLACK,MALE,1976,UNKNOWN
1086363,WHITE,MALE,1986,UNKNOWN
1086364,WHITE,MALE,1991,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086365,BLACK,MALE,1992,UNKNOWN
1086365,BLACK,MALE,1994,UNKNOWN
1086365,WHITE,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086366,WHITE,MALE,1951,UNKNOWN
1086367,,,,
1086368,WHITE,MALE,1974,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086368,BLACK,MALE,1995,UNKNOWN
1086370,,,,
1086373,BLACK,FEMALE,1964,UNKNOWN
1086374,WHITE,MALE,1983,UNKNOWN
1086375,WHITE,MALE,1990,
1086376,BLACK,MALE,1963,UNKNOWN
1086377,WHITE HISPANIC,MALE,1997,
1086378,BLACK,FEMALE,,UNKNOWN
1086379,,,,
1086380,WHITE,MALE,1998,UNKNOWN
1086380,,FEMALE,,UNKNOWN
1086381,,,,
1086382,BLACK,MALE,1989,
1086383,WHITE HISPANIC,MALE,1985,"INJURED, HOSPITALIZED, UNDER INFLUENCE"
1086384,WHITE,MALE,1981,UNKNOWN
1086384,WHITE,MALE,1997,UNKNOWN
1086385,BLACK,FEMALE,1983,UNKNOWN
1086387,,,,
1086388,BLACK,MALE,1968,UNKNOWN
1086389,BLACK,FEMALE,2010,
1086390,BLACK,MALE,1994,
1086391,BLACK,FEMALE,1975,UNKNOWN
1086392,WHITE HISPANIC,FEMALE,,UNKNOWN
1086393,,,,
1086396,BLACK,FEMALE,1996,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086397,BLACK,FEMALE,1974,UNKNOWN
1086398,BLACK,MALE,1977,UNKNOWN
1086400,BLACK,FEMALE,1951,UNKNOWN
1086404,BLACK,FEMALE,1973,
1086405,BLACK,MALE,1989,UNKNOWN
1086406,WHITE HISPANIC,FEMALE,1984,UNKNOWN
1086407,WHITE,FEMALE,1950,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086407,WHITE,MALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086408,BLACK,FEMALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086409,UNKNOWN,MALE,,UNKNOWN
1086410,ASIAN/PACIFIC ISLANDER,MALE,1956,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086411,BLACK,FEMALE,1997,UNKNOWN
1086412,BLACK,MALE,1985,
1086412,BLACK,MALE,1987,DECEASED
1086413,BLACK,MALE,1998,
1086416,BLACK,MALE,1986,UNKNOWN
1086419,WHITE,MALE,1995,UNKNOWN
1086420,WHITE HISPANIC,MALE,1989,UNKNOWN
1086421,BLACK,FEMALE,1966,
1086422,,FEMALE,,UNKNOWN
1086423,BLACK,MALE,1977,UNKNOWN
1086424,BLACK,MALE,,UNKNOWN
1086425,BLACK,MALE,1952,UNKNOWN
1086426,,,,
1086427,WHITE HISPANIC,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086428,WHITE HISPANIC,MALE,2002,
1086429,BLACK,MALE,1987,
1086431,ASIAN/PACIFIC ISLANDER,MALE,1981,
1086432,BLACK,MALE,1973,
1086433,UNKNOWN,MALE,1954,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086435,WHITE,FEMALE,1937,UNKNOWN
1086437,BLACK,MALE,1960,UNKNOWN
1086438,WHITE,FEMALE,1968,
1086439,BLACK,FEMALE,1978,UNKNOWN
1086440,,,,
1086442,WHITE,MALE,1947,UNKNOWN
1086444,WHITE HISPANIC,FEMALE,1986,"INJURED, NOT HOSPITALIZED"
1086445,BLACK,FEMALE,1987,
1086447,BLACK,FEMALE,1983,UNKNOWN
1086448,WHITE,FEMALE,,UNKNOWN
1086449,BLACK,MALE,1997,UNKNOWN
1086451,BLACK,FEMALE,,UNKNOWN
1086453,BLACK,MALE,1955,
1086454,BLACK,MALE,1997,UNKNOWN
1086455,,,,
1086456,WHITE HISPANIC,MALE,1979,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086457,WHITE,MALE,1992,
1086459,BLACK,MALE,1955,
1086460,BLACK,MALE,1981,UNKNOWN
1086461,BLACK,MALE,1997,
1086462,BLACK,MALE,1990,
1086463,WHITE HISPANIC,MALE,2002,
1086466,BLACK,FEMALE,1987,UNKNOWN
1086467,WHITE HISPANIC,MALE,1975,UNKNOWN
1086468,WHITE,MALE,1964,UNKNOWN
1086472,WHITE,MALE,1986,UNKNOWN
1086474,BLACK,FEMALE,1986,
1086475,BLACK,MALE,1980,
1086477,,MALE,,UNKNOWN
1086477,WHITE,MALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086478,WHITE,MALE,1993,
1086481,,,,
1086486,WHITE HISPANIC,MALE,2003,
1086486,WHITE HISPANIC,MALE,1977,
1086486,WHITE HISPANIC,MALE,1999,
1086490,BLACK,MALE,,
1086491,BLACK,FEMALE,1977,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086495,WHITE,MALE,1961,
1086496,,,,
1086497,BLACK,MALE,1987,
1086498,BLACK,FEMALE,1957,UNKNOWN
1086499,,,,
1086500,BLACK,MALE,1965,
1086501,BLACK,MALE,1993,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086502,BLACK,MALE,1999,UNKNOWN
1086503,BLACK,MALE,1995,
1086509,WHITE,FEMALE,1968,
1086510,BLACK,MALE,,"NO VISIBLE INJURY, UNDER INFLUENCE"
1086511,WHITE,MALE,1987,
1086512,WHITE HISPANIC,FEMALE,1971,UNKNOWN
1086514,WHITE,MALE,1974,UNKNOWN
1086516,WHITE HISPANIC,FEMALE,,
1086517,ASIAN/PACIFIC ISLANDER,MALE,1963,UNKNOWN
1086519,BLACK,MALE,1989,
1086520,WHITE,FEMALE,,
1086521,BLACK,MALE,,UNKNOWN
1086522,WHITE HISPANIC,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086524,WHITE,FEMALE,1970,UNKNOWN
1086525,WHITE,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086526,,,,
1086527,BLACK,MALE,1984,
1086528,WHITE,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086530,WHITE,FEMALE,1962,UNKNOWN
1086532,BLACK,FEMALE,1983,UNKNOWN
1086533,,,,
1086534,UNKNOWN,FEMALE,,
1086534,UNKNOWN,MALE,,
1086535,UNKNOWN,MALE,,
1086536,UNKNOWN,MALE,,
1086538,,,,
1086539,WHITE,MALE,1968,UNKNOWN
1086541,,,,
1086543,,MALE,,DECEASED
1086544,BLACK,MALE,1996,UNKNOWN
1086544,BLACK,MALE,2000,DECEASED
1086546,BLACK,MALE,1974,UNKNOWN
1086547,BLACK,MALE,1997,UNKNOWN
1086548,WHITE,FEMALE,,UNKNOWN
1086549,BLACK,FEMALE,1964,UNKNOWN
1086550,BLACK,MALE,1957,UNKNOWN
1086551,WHITE HISPANIC,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086556,WHITE HISPANIC,MALE,1983,UNKNOWN
1086557,WHITE,MALE,1981,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086558,BLACK,MALE,1997,
1086559,,,,
1086560,,,,
1086561,BLACK,MALE,1985,
1086562,,,,
1086563,,MALE,,
1086564,BLACK,MALE,1996,
1086565,BLACK,MALE,1981,
1086566,BLACK,MALE,1997,
1086567,BLACK,MALE,1943,UNKNOWN
1086568,WHITE HISPANIC,FEMALE,1983,UNKNOWN
1086569,BLACK,FEMALE,1973,UNKNOWN
1086570,WHITE HISPANIC,MALE,,UNKNOWN
1086571,BLACK,MALE,1996,
1086572,BLACK,FEMALE,1979,UNKNOWN
1086573,WHITE,MALE,1991,UNKNOWN
1086574,WHITE HISPANIC,FEMALE,,
1086575,WHITE,MALE,1981,UNKNOWN
1086578,WHITE HISPANIC,FEMALE,1979,UNKNOWN
1086578,WHITE HISPANIC,MALE,1982,UNKNOWN
1086580,BLACK,MALE,1987,
1086581,,,,
1086582,BLACK,MALE,1991,
1086583,,,,
1086584,BLACK,MALE,1989,
1086585,BLACK,MALE,1978,
1086586,BLACK,FEMALE,1992,UNKNOWN
1086587,BLACK,MALE,1959,UNKNOWN
1086588,BLACK,MALE,1986,
1086590,BLACK,MALE,1958,UNKNOWN
1086591,,,,
1086592,BLACK,MALE,,"INJURED, HOSPITALIZED"
1086594,,,,
1086596,WHITE HISPANIC,FEMALE,,
1086597,,,,
1086598,WHITE HISPANIC,MALE,1991,"INJURED, NOT HOSPITALIZED"
1086599,BLACK,MALE,1997,UNKNOWN
1086600,BLACK,MALE,1989,
1086601,BLACK,MALE,1995,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086602,,,,
1086603,,,,
1086604,BLACK,FEMALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086605,BLACK,MALE,1998,
1086606,BLACK,MALE,1995,
1086607,WHITE HISPANIC,MALE,1993,"INJURED, HOSPITALIZED"
1086608,BLACK,FEMALE,1966,UNKNOWN
1086609,WHITE,MALE,,
1086610,BLACK,MALE,1993,
1086611,BLACK,MALE,1996,"DECEASED, UNDER INFLUENCE"
1086612,BLACK,MALE,1994,UNKNOWN
1086613,,,,
1086614,WHITE,MALE,1977,UNKNOWN
1086615,WHITE HISPANIC,MALE,1995,"INJURED, HOSPITALIZED"
1086617,BLACK,MALE,1972,UNKNOWN
1086618,WHITE HISPANIC,FEMALE,1992,UNKNOWN
1086621,BLACK,MALE,1979,
1086622,BLACK,MALE,1980,UNKNOWN
1086623,UNKNOWN,MALE,,UNKNOWN
1086624,BLACK,FEMALE,,UNKNOWN
1086628,WHITE,MALE,,UNKNOWN
1086629,,,,
1086631,BLACK,MALE,2001,"INJURED, NOT HOSPITALIZED"
1086632,BLACK,MALE,,UNKNOWN
1086633,WHITE HISPANIC,MALE,,UNKNOWN
1086634,WHITE,MALE,1976,UNKNOWN
1086635,BLACK,FEMALE,,UNKNOWN
1086638,WHITE,FEMALE,1955,UNKNOWN
1086640,,,,
1086641,BLACK,FEMALE,1966,UNKNOWN
1086644,BLACK,FEMALE,1964,UNKNOWN
1086645,,,,
1086646,BLACK,FEMALE,1965,
1086647,BLACK,MALE,,UNKNOWN
1086649,,,,
1086651,BLACK,FEMALE,2003,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086653,BLACK,MALE,1986,
1086654,BLACK,MALE,1983,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086659,WHITE,MALE,1979,UNKNOWN
1086660,,,,
1086661,BLACK,MALE,1985,UNKNOWN
1086662,BLACK,MALE,1965,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086663,WHITE,FEMALE,1988,UNKNOWN
1086664,BLACK,MALE,2001,
1086665,BLACK,MALE,1993,
1086667,WHITE,MALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086668,BLACK,FEMALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086669,BLACK,MALE,1960,UNKNOWN
1086670,WHITE,MALE,1969,UNKNOWN
1086671,WHITE HISPANIC,MALE,1958,UNKNOWN
1086672,BLACK,FEMALE,,
1086673,BLACK,MALE,1954,UNKNOWN
1086678,UNKNOWN,FEMALE,2000,
1086678,WHITE HISPANIC,MALE,1991,
1086679,,MALE,1962,
1086680,BLACK,MALE,1991,"INJURED, NOT HOSPITALIZED"
1086681,WHITE HISPANIC,MALE,1993,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086682,,FEMALE,1986,
1086683,WHITE HISPANIC,MALE,1998,"DECEASED, UNDER INFLUENCE"
1086684,BLACK,FEMALE,,"INJURED, NOT HOSPITALIZED"
1086687,,,,
1086688,WHITE HISPANIC,MALE,1983,"INJURED, NOT HOSPITALIZED"
1086690,WHITE HISPANIC,MALE,1983,"INJURED, NOT HOSPITALIZED"
1086692,WHITE HISPANIC,MALE,1982,UNKNOWN
1086693,BLACK,MALE,,UNKNOWN
1086695,WHITE,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086698,BLACK,FEMALE,1989,UNKNOWN
1086699,BLACK,MALE,1938,UNKNOWN
1086700,WHITE,MALE,1979,UNKNOWN
1086701,BLACK,MALE,1982,UNKNOWN
1086702,WHITE HISPANIC,MALE,1984,UNKNOWN
1086703,WHITE,MALE,1996,UNKNOWN
1086704,BLACK,MALE,,
1086704,BLACK,MALE,,
1086704,BLACK,MALE,1995,
1086704,BLACK,MALE,,
1086706,BLACK,MALE,,UNKNOWN
1086706,BLACK,MALE,,
1086707,UNKNOWN,FEMALE,,UNKNOWN
1086708,WHITE,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086709,BLACK,MALE,1983,
1086710,BLACK,MALE,1976,UNKNOWN
1086711,BLACK,MALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086714,BLACK,MALE,1967,UNKNOWN
1086717,BLACK,MALE,,UNKNOWN
1086717,BLACK,FEMALE,1983,UNKNOWN
1086718,BLACK,FEMALE,1990,UNKNOWN
1086719,BLACK,FEMALE,1989,UNKNOWN
1086721,WHITE,MALE,1959,
1086722,,,,
1086723,BLACK,FEMALE,1972,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086725,BLACK,MALE,1982,"INJURED, NOT HOSPITALIZED"
1086727,,,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086728,ASIAN/PACIFIC ISLANDER,MALE,,"INJURED, NOT HOSPITALIZED"
1086731,BLACK HISPANIC,FEMALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1086734,BLACK,MALE,2000,"NO VISIBLE INJURY, APPARENTLY NORMAL"
