LOG_NO,RACE,GENDER,BIRTH_YEAR,AGE
1075768,,,,
1075769,BLACK,FEMALE,1989,25
1075770,BLACK,MALE,1991,24
1075770,BLACK,FEMALE,1980,34
1075770,BLACK,MALE,1993,22
1075771,,,,
1075772,,,,
1075774,,,,
1075777,,,,
1075781,,,,
1075782,,,,
1075783,WHITE,FEMALE,1953,62
1075784,WHITE HISPANIC,FEMALE,1996,18
1075784,WHITE HISPANIC,FEMALE,1983,31
1075784,WHITE,FEMALE,2004,10
1075784,WHITE HISPANIC,FEMALE,1998,17
1075786,,,,
1075787,,,,
1075788,,,,
1075789,BLACK,FEMALE,1988,27
1075790,,,,
1075791,WHITE,MALE,1982,32
1075793,,,,
1075794,,,,
1075796,,,,
1075797,,,,
1075798,,,,
1075799,,,,
1075800,,,,
1075801,UNKNOWN,MALE,1964,50
1075801,,FEMALE,,
1075802,,,,
1075803,,,,
1075804,,,,
1075805,,,,
1075806,,,,
1075808,,,,
1075811,,,,
1075813,,,,
1075815,BLACK,MALE,,
1075816,,,,
1075817,,,,
1075818,,,,
1075819,BLACK,MALE,,
1075819,BLACK,MALE,,
1075820,,,,
1075822,,,,
1075823,BLACK,FEMALE,1980,34
1075824,,,,
1075825,,,,
1075826,,,,
1075828,,,,
1075830,,,,
1075831,,,,
1075832,,,,
1075837,,,,
1075838,,,,
1075839,,,,
1075841,,,,
1075842,,,,
1075843,,,,
1075844,,,,
1075846,,,,
1075847,,,,
1075848,,,,
1075850,,,,
1075851,BLACK,FEMALE,,
1075851,BLACK,FEMALE,,
1075852,,,,
1075855,,,,
1075856,,,,
1075857,WHITE,FEMALE,,
1075858,,,,
1075861,,,,
1075864,BLACK,FEMALE,,
1075864,BLACK,MALE,,
1075865,,,,
1075866,,,,
1075867,,,,
1075869,,,,
1075870,,,,
1075871,,,,
1075872,,,,
1075873,BLACK,MALE,1990,24
1075877,,,,
1075878,,,,
1075879,,,,
1075880,,,,
1075881,WHITE,MALE,1981,33
1075882,,,,
1075884,,,,
1075887,BLACK,MALE,,
1075888,,,,
1075889,BLACK,FEMALE,,
1075890,,,,
1075891,,,,
1075893,,,,
1075894,,,,
1075896,,,,
1075897,,,,
1075898,,,,
1075899,,,,
1075900,,,,
1075901,WHITE HISPANIC,MALE,1989,26
1075901,WHITE HISPANIC,FEMALE,1996,18
1075902,,,,
1075904,,,,
1075906,,,,
1075907,,,,
1075908,,,,
1075909,,,,
1075910,,,,
1075911,,,,
1075913,,,,
1075914,,,,
1075916,,,,
1075917,,,,
1075918,,,,
1075919,,,,
1075920,,,,
1075922,,,,
1075923,,,,
1075925,,,,
1075926,,,,
1075927,,,,
1075928,,,,
1075929,,,,
1075931,WHITE HISPANIC,MALE,,
1075931,BLACK,MALE,,
1075932,,,,
1075933,,,,
1075935,BLACK,FEMALE,1997,17
1075936,,,,
1075937,,,,
1075938,,,,
1075940,,,,
1075941,,,,
1075942,BLACK,MALE,1962,52
1075943,,,,
1075944,,,,
1075945,BLACK,FEMALE,1996,18
1075947,,,,
1075949,,,,
1075950,,,,
1075952,,,,
1075954,,,,
1075955,BLACK,MALE,1992,23
1075956,,,,
1075957,,,,
1075958,,,,
1075960,BLACK,MALE,1984,31
1075960,BLACK,FEMALE,,
1075963,,,,
1075964,,,,
1075965,,,,
1075966,,,,
1075968,BLACK,FEMALE,1993,22
1075969,,,,
1075970,BLACK,FEMALE,,
1075970,BLACK,MALE,,
1075970,BLACK,FEMALE,1979,36
1075971,,,,
1075972,,,,
1075973,,,,
1075975,,,,
1075976,,,,
1075977,,,,
1075980,,,,
1075981,,,,
1075982,,,,
1075983,,,,
1075984,,,,
1075985,,,,
1075986,,,,
1075987,,,,
1075989,,,,
1075991,,,,
1075995,WHITE,MALE,1959,56
1075995,WHITE HISPANIC,MALE,,
1075998,,,,
1075999,,,,
1076000,WHITE HISPANIC,MALE,,
1076001,BLACK,FEMALE,,
1076002,,,,
1076003,,,,
1076006,,,,
1076007,BLACK,MALE,1980,35
1076008,,,,
1076009,,,,
1076010,,,,
1076014,,,,
1076015,,,,
1076016,WHITE,MALE,1967,48
1076016,WHITE,FEMALE,,
1076016,WHITE,MALE,,
1076017,,,,
1076019,,,,
1076022,,,,
1076023,,,,
1076024,,,,
1076026,BLACK,MALE,1975,40
1076027,,,,
1076029,,,,
1076030,,,,
1076031,,,,
1076032,,,,
1076034,,,,
1076035,,,,
1076036,,,,
1076037,,,,
1076038,,,,
1076039,BLACK,FEMALE,,
1076040,,,,
1076041,,,,
1076042,,,,
1076043,,,,
1076045,BLACK,FEMALE,1959,55
1076046,,,,
1076047,,,,
1076048,,,,
1076049,WHITE HISPANIC,MALE,1991,24
1076050,,,,
1076051,,,,
1076052,,,,
1076054,,,,
1076055,,,,
1076057,,,,
1076058,,,,
1076060,,,,
1076061,WHITE,FEMALE,,
1076062,,,,
1076063,,,,
1076064,,,,
1076065,,,,
1076067,,,,
1076069,,,,
1076070,,,,
1076071,,,,
1076072,BLACK,MALE,1987,28
1076072,BLACK,FEMALE,1987,27
1076072,,,1992,22
1076072,BLACK,MALE,1991,24
1076073,WHITE HISPANIC,FEMALE,1975,40
1076073,WHITE HISPANIC,FEMALE,1985,30
1076074,BLACK,FEMALE,1990,24
1076076,,,,
1076077,,,,
1076078,WHITE,FEMALE,,
1076078,WHITE,MALE,,
1076078,WHITE,MALE,,
1076078,WHITE,MALE,,
1076078,WHITE,MALE,,
1076078,WHITE,FEMALE,,
1076078,WHITE,FEMALE,,
1076078,WHITE,MALE,,
1076078,WHITE,MALE,,
1076078,WHITE,MALE,,
1076078,WHITE,MALE,,
1076078,WHITE,MALE,,
1076078,WHITE,FEMALE,1971,44
1076078,WHITE,FEMALE,1982,33
1076078,BLACK,MALE,1996,19
1076078,WHITE,MALE,,
1076078,WHITE,MALE,1970,44
1076078,WHITE,FEMALE,1980,34
1076078,WHITE,FEMALE,1984,30
1076078,WHITE,MALE,1956,59
1076078,WHITE,MALE,1948,66
1076078,WHITE,FEMALE,1970,45
1076078,BLACK,FEMALE,1976,38
1076079,,,,
1076081,WHITE HISPANIC,MALE,1968,47
1076081,BLACK,FEMALE,,
1076082,BLACK,MALE,1997,18
1076084,,,,
1076085,,,,
1076086,,,,
1076088,,,,
1076089,WHITE,MALE,,
1076089,WHITE,MALE,,
1076089,WHITE,MALE,2000,15
1076092,,,,
1076094,,,,
1076095,,,,
1076098,,,,
1076100,WHITE HISPANIC,FEMALE,1992,23
1076101,,,,
1076103,,,,
1076104,,,,
1076106,,,,
1076107,,,,
1076108,,,,
1076109,,,,
1076113,,,,
1076115,,,,
1076116,,,,
1076117,,,,
1076118,BLACK,MALE,1987,27
1076119,,,,
1076120,,,,
1076122,,,,
1076127,WHITE HISPANIC,FEMALE,1993,22
1076128,,,,
1076129,,,,
1076130,,,,
1076131,,,,
1076132,,,,
1076133,,,,
1076134,BLACK,FEMALE,1944,71
1076134,BLACK,FEMALE,1963,51
1076136,BLACK,MALE,,
1076136,WHITE,FEMALE,1994,21
1076137,BLACK,FEMALE,,
1076138,,,,
1076139,,,,
1076141,WHITE HISPANIC,FEMALE,1994,21
1076141,WHITE HISPANIC,MALE,1969,45
1076144,BLACK,FEMALE,,
1076144,BLACK,FEMALE,1996,18
1076145,,,,
1076148,,,,
1076149,,,,
1076150,,,,
1076151,,,,
1076153,,,,
1076154,,,,
1076155,,,,
1076156,WHITE,FEMALE,1963,51
1076157,,,,
1076159,WHITE,FEMALE,1987,27
1076159,WHITE HISPANIC,FEMALE,1994,21
1076160,,,,
1076161,BLACK,MALE,,
1076161,BLACK,MALE,,
1076162,WHITE HISPANIC,FEMALE,1984,30
1076165,,,,
1076166,BLACK,FEMALE,1993,21
1076166,BLACK,FEMALE,,
1076168,,,,
1076170,,,,
1076171,,,,
1076172,,,,
1076173,,,,
1076174,BLACK,MALE,,
1076175,,,,
1076176,,,,
1076177,,,,
1076178,,,,
1076179,,,,
1076180,BLACK,MALE,1990,25
1076180,BLACK,FEMALE,1986,28
1076180,BLACK,MALE,1989,26
1076181,,,,
1076183,,,,
1076184,UNKNOWN,MALE,,
1076184,,MALE,,
1076184,,MALE,,
1076185,,,,
1076186,,,,
1076187,WHITE,FEMALE,,
1076190,,,,
1076191,,,,
1076192,,,,
1076193,,,,
1076194,,,,
1076195,,,,
1076196,BLACK,FEMALE,,
1076196,BLACK,FEMALE,,
1076198,,,,
1076200,,,,
1076201,,,,
1076202,,,,
1076203,,,,
1076204,,MALE,,
1076204,,MALE,,
1076205,,,,
1076206,,,,
1076207,,,,
1076208,,,,
1076209,,,,
1076210,,,,
1076211,,,,
1076212,,,,
1076213,,,,
1076214,,,,
1076214,WHITE HISPANIC,MALE,1993,22
1076214,UNKNOWN,MALE,,
1076214,,,,
1076214,WHITE HISPANIC,MALE,1989,25
1076214,WHITE HISPANIC,FEMALE,1979,35
1076214,WHITE HISPANIC,FEMALE,,
1076214,WHITE HISPANIC,FEMALE,,
1076214,UNKNOWN,MALE,,
1076214,WHITE HISPANIC,MALE,1952,63
1076214,WHITE HISPANIC,MALE,1994,20
1076214,WHITE HISPANIC,FEMALE,1956,58
1076215,,,,
1076216,WHITE HISPANIC,MALE,1985,29
1076216,WHITE HISPANIC,MALE,1985,30
1076217,,,,
1076218,,,,
1076219,,,,
1076220,WHITE HISPANIC,FEMALE,1988,27
1076221,WHITE,MALE,1961,54
1076222,,,,
1076223,BLACK,FEMALE,1989,26
1076223,BLACK,FEMALE,1963,51
1076223,BLACK,MALE,1984,31
1076224,,,,
1076225,BLACK,MALE,,
1076226,,,,
1076227,,,,
1076228,,,,
1076229,WHITE,FEMALE,,
1076230,,,,
1076231,,,,
1076233,,,,
1076234,,,,
1076235,,,,
1076236,,,,
1076237,,,,
1076238,WHITE,FEMALE,1979,36
1076239,,,,
1076240,,,,
1076241,,,,
1076242,WHITE HISPANIC,MALE,1978,37
1076243,BLACK,MALE,,
1076245,,,,
1076246,,,,
1076248,,,,
1076249,,,,
1076250,,,,
1076251,,,,
1076252,,,,
1076255,,,,
1076257,,,,
1076258,,,,
1076259,,,,
1076260,,,,
1076261,BLACK,MALE,1982,32
1076261,BLACK,FEMALE,1984,30
1076262,,,,
1076263,,,,
1076264,,,,
1076265,BLACK,FEMALE,1963,51
1076266,BLACK,FEMALE,1996,19
1076267,WHITE HISPANIC,FEMALE,1987,27
1076268,,,,
1076269,,,,
1076270,,,,
1076271,,,,
1076273,,,,
1076274,,,,
1076275,,,,
1076277,,,,
1076278,,,,
1076279,,,,
1076280,,,,
1076281,,,,
1076284,,,,
1076286,,,,
1076287,,,,
1076288,,,,
1076290,,,,
1076291,,,,
1076292,,,,
1076294,,,,
1076295,,,,
1076296,BLACK,MALE,1988,27
1076296,WHITE,MALE,1988,27
1076297,,,,
1076298,BLACK,MALE,,
1076299,,,,
1076300,,,,
1076301,BLACK,MALE,1988,26
1076301,BLACK,FEMALE,,
1076301,BLACK,MALE,1976,39
1076303,,,,
1076305,,,,
1076306,BLACK,MALE,1960,55
1076307,BLACK,MALE,,
1076308,,,,
1076309,BLACK,FEMALE,1990,24
1076310,BLACK,MALE,1980,35
1076310,BLACK,FEMALE,1981,34
1076311,,,,
1076312,WHITE,MALE,1968,47
1076312,WHITE,MALE,,
1076313,BLACK,MALE,1983,31
1076314,,,,
1076316,,,,
1076317,,,,
1076320,,,,
1076321,,,,
1076322,,,,
1076323,,,,
1076325,,,,
1076326,,,,
1076328,WHITE,MALE,,
1076329,BLACK,FEMALE,,
1076330,,,,
1076331,,,,
1076332,,,,
1076333,,,,
1076334,WHITE,FEMALE,,
1076334,WHITE,FEMALE,1979,35
1076335,BLACK,FEMALE,,
1076335,BLACK,FEMALE,,
1076335,BLACK,MALE,,
1076335,BLACK,MALE,,
1076336,,,,
1076337,,,,
1076338,,,,
1076340,,,,
1076341,,,,
1076342,,,,
1076344,,,,
1076345,,,,
1076346,,,,
1076347,,,,
1076349,,,,
1076350,WHITE,FEMALE,,
1076350,BLACK,FEMALE,2001,13
1076350,WHITE,FEMALE,1950,64
1076351,,,,
1076353,,,,
1076354,,,,
1076355,,,,
1076356,,,,
1076357,WHITE,FEMALE,,
1076357,WHITE,MALE,,
1076359,,,,
1076361,,,,
1076362,,,,
1076363,,,,
1076364,,,,
1076365,,,,
1076367,,,,
1076368,,,,
1076372,BLACK,FEMALE,,
1076373,,,,
1076374,,,,
1076375,,,,
1076376,BLACK,FEMALE,1977,37
1076378,,,,
1076379,,,,
1076380,,,,
1076382,,,,
1076383,UNKNOWN,FEMALE,1987,28
1076384,,,,
1076385,,,,
1076386,,,,
1076387,,,,
1076388,,,,
1076393,WHITE,FEMALE,1979,36
1076393,WHITE,MALE,1990,25
1076394,,,,
1076395,,,,
1076396,,,,
1076397,,,,
1076398,,,,
1076399,,,,
1076401,,,,
1076402,,,,
1076403,,,,
1076404,,,,
1076405,,,,
1076406,,,,
1076407,,,,
1076408,,,,
1076409,,,,
1076410,WHITE,MALE,2000,14
1076411,,,,
1076413,BLACK,MALE,1991,23
1076418,,,,
1076419,,,,
1076420,,,,
1076422,,,,
1076423,WHITE HISPANIC,FEMALE,1987,28
1076424,,,,
1076425,WHITE,MALE,1978,37
1076425,WHITE,MALE,1970,44
1076425,WHITE HISPANIC,MALE,1966,48
1076425,BLACK,MALE,1979,36
1076425,WHITE,MALE,,
1076426,BLACK,FEMALE,1996,19
1076427,,,,
1076428,,,,
1076429,BLACK,MALE,,
1076430,BLACK,MALE,,
1076431,,,,
1076432,,,,
1076433,,,,
1076434,,,,
1076435,,,,
1076436,,,,
1076437,,,,
1076438,,,,
1076439,BLACK,FEMALE,,
1076439,BLACK,FEMALE,,
1076440,,,,
1076441,UNKNOWN,MALE,,
1076442,BLACK,MALE,1983,32
1076443,,,,
1076444,,,,
1076445,,,,
1076446,,,,
1076447,,,,
1076448,BLACK,FEMALE,,
1076449,,,,
1076451,BLACK,MALE,1962,52
1076453,BLACK,FEMALE,1984,30
1076454,,,,
1076455,UNKNOWN,MALE,,
1076456,,,,
1076457,,,,
1076458,,,,
1076459,BLACK,MALE,1964,51
1076461,,,,
1076463,,,,
1076464,,,,
1076465,,,,
1076466,BLACK,FEMALE,,
1076466,BLACK,FEMALE,1967,47
1076466,BLACK,MALE,1962,52
1076467,,,,
1076469,,,,
1076470,WHITE,FEMALE,1987,28
1076470,WHITE,MALE,1984,31
1076471,,,,
1076472,,,,
1076473,,,,
1076475,,,,
1076476,,,,
1076478,BLACK,FEMALE,1977,38
1076479,BLACK,MALE,1994,21
1076480,,,,
1076481,BLACK,MALE,1979,36
1076482,,,,
1076483,,,,
1076484,,,,
1076485,,,,
1076486,,,,
1076487,,,,
1076488,,,,
1076489,BLACK,MALE,1999,15
1076490,,,,
1076491,BLACK,MALE,1999,15
1076492,,,,
1076493,,,,
1076494,,,,
1076496,BLACK,FEMALE,1951,64
1076496,BLACK,MALE,,
1076497,,,,
1076498,BLACK,FEMALE,,
1076499,BLACK,FEMALE,,
1076500,,,,
1076501,,,,
1076502,,,,
1076505,,,,
1076507,WHITE HISPANIC,MALE,,
1076508,,,,
1076509,,,,
1076510,,,,
1076511,,,,
1076512,,,,
1076513,,,,
1076514,,,,
1076515,BLACK,FEMALE,1987,28
1076515,BLACK,MALE,1997,17
1076515,BLACK,FEMALE,1985,30
1076515,BLACK,FEMALE,1995,20
1076517,,,,
1076521,BLACK HISPANIC,FEMALE,,
1076523,BLACK,MALE,,
1076524,BLACK,FEMALE,1977,38
1076524,BLACK,FEMALE,,
1076527,,,,
1076528,,,,
1076529,,,,
1076530,,,,
1076531,,,,
1076532,,,,
1076533,,,,
1076534,WHITE HISPANIC,FEMALE,,
1076537,,,,
1076538,,,,
1076539,,,,
1076540,,,,
1076541,,,,
1076542,,,,
1076543,BLACK,MALE,1982,32
1076544,,,,
1076546,,,,
1076548,,,,
1076549,,,,
1076551,,,,
1076552,,,,
1076553,BLACK,MALE,1993,21
1076553,WHITE HISPANIC,MALE,1994,21
1076554,BLACK,MALE,,
1076557,,,,
1076558,,,,
1076559,,,,
1076560,,,,
1076561,,,,
1076562,BLACK,FEMALE,1991,24
1076562,BLACK,FEMALE,1975,40
1076566,WHITE,FEMALE,1980,34
1076567,,,,
1076569,,,,
1076570,,,,
1076571,,,,
1076572,,,,
1076573,WHITE HISPANIC,MALE,1995,19
1076574,WHITE,MALE,,
1076577,BLACK,MALE,1991,23
1076578,BLACK,FEMALE,1968,46
1076579,,,,
1076580,,,,
1076582,,,,
1076583,,,,
1076584,,,,
1076586,BLACK,MALE,,
1076586,BLACK,MALE,,
1076586,BLACK,MALE,1993,22
1076586,BLACK,MALE,,
1076587,,,,
1076589,,,,
1076590,,,,
1076593,BLACK,FEMALE,1984,31
1076593,BLACK,MALE,,
1076593,BLACK,MALE,1995,20
1076593,BLACK,MALE,1995,19
1076595,,,,
1076596,,,,
1076597,,,,
1076598,,,,
1076599,BLACK,FEMALE,1983,31
1076601,,,,
1076604,,,,
1076606,,,,
1076607,,,,
1076608,,,,
1076611,,,,
1076612,,,,
1076613,,,,
1076615,,,,
1076616,,,,
1076618,,,,
1076620,,,,
1076622,BLACK,FEMALE,1983,32
1076623,,,,
1076624,,,,
1076625,,,,
1076627,,,,
1076628,,,,
1076629,,,,
1076630,,,,
1076631,BLACK,FEMALE,,
1076631,BLACK,FEMALE,,
1076631,BLACK,FEMALE,,
1076631,BLACK,MALE,,
1076632,,,,
1076634,WHITE HISPANIC,FEMALE,1993,22
1076636,,,,
1076637,,,,
1076638,,,,
1076640,,,,
1076644,,,,
1076645,BLACK,FEMALE,1972,43
1076645,BLACK,FEMALE,,
1076646,,,,
1076647,,,,
1076649,,,,
1076650,,,,
1076651,,,,
1076653,,,,
1076654,,,,
1076655,,,,
1076656,,,,
1076657,BLACK,MALE,,
1076658,,,,
1076661,UNKNOWN,MALE,,
1076662,,,,
1076663,BLACK,MALE,1946,68
1076664,,,,
1076665,BLACK,FEMALE,1960,54
1076666,,,,
1076667,,,,
1076669,,,,
1076670,,,,
1076671,,,,
1076672,BLACK,MALE,1993,21
1076674,BLACK,MALE,1991,24
1076675,,,,
1076676,,,,
1076677,BLACK,FEMALE,1959,55
1076677,BLACK,MALE,,
1076677,BLACK,MALE,,
1076678,,,,
1076679,,,,
1076680,,,,
1076682,,,,
1076683,WHITE,MALE,1997,18
1076683,WHITE,FEMALE,1990,24
1076684,,,,
1076685,,,,
1076687,WHITE HISPANIC,FEMALE,1980,35
1076688,,,,
1076689,,,,
1076690,,,,
1076691,,,,
1076692,WHITE,MALE,,
1076692,WHITE,,,
1076692,WHITE,FEMALE,,
1076693,,,,
1076694,,,,
1076695,,,,
1076696,,,,
1076697,,,,
1076698,,,,
1076699,BLACK,MALE,,
1076699,BLACK,FEMALE,,
1076699,BLACK,MALE,,
1076700,,,,
1076701,WHITE,MALE,,
1076702,BLACK,FEMALE,1991,23
1076703,,,,
1076704,BLACK,FEMALE,,
1076707,,,,
1076708,,,,
1076709,,,,
1076710,,,,
1076711,,,,
1076712,,,,
1076713,BLACK,MALE,,
1076714,BLACK,MALE,1998,17
1076714,BLACK,MALE,1993,22
1076715,,,,
1076716,,,,
1076717,,,,
1076718,,,,
1076719,,,,
1076720,,,,
1076721,,,,
1076722,,,,
1076723,BLACK,FEMALE,1982,33
1076725,,,,
1076726,,,,
1076727,,,,
1076728,,,,
1076729,,,,
1076730,,,,
1076734,,,,
1076735,,,,
1076736,BLACK,FEMALE,1997,18
1076737,,,,
1076738,WHITE HISPANIC,FEMALE,,
1076739,BLACK,MALE,,
1076739,BLACK,MALE,,
1076740,,,,
1076741,,,,
1076742,,,,
1076743,,,,
1076745,,,,
1076746,,,,
1076747,,,,
1076749,,,,
1076750,,,,
1076753,WHITE,FEMALE,,
1076753,WHITE,FEMALE,,
1076754,,,,
1076755,,,,
1076756,,,,
1076759,,,,
1076761,,,,
1076762,,,,
1076763,,,,
1076764,,,,
1076765,,FEMALE,,
1076766,BLACK,FEMALE,1996,18
1076767,,,,
1076768,,,,
1076770,,,,
1076772,BLACK,MALE,1987,27
1076773,,,,
1076774,,,,
1076776,,,,
1076777,,,,
1076778,,,,
1076779,,,,
1076780,,,,
1076781,ASIAN/PACIFIC ISLANDER,MALE,1975,40
1076782,WHITE,MALE,1963,52
1076782,WHITE,FEMALE,1999,15
1076783,,,,
1076784,,,,
1076785,,,,
1076786,,,,
1076787,,,,
1076788,,,,
1076789,,,,
1076790,WHITE HISPANIC,FEMALE,,
1076790,WHITE HISPANIC,MALE,,
1076791,,,,
1076792,,,,
1076793,,,,
1076794,,,,
1076795,,,,
1076796,,,,
1076797,,,,
1076798,,,,
1076800,,,,
1076802,,,,
1076803,,,,
1076805,,,,
1076807,,,,
1076808,UNKNOWN,FEMALE,,
1076809,,,,
1076810,,,,
1076811,,,,
1076812,,,,
1076813,,FEMALE,,
1076814,BLACK,FEMALE,1961,54
1076815,,,,
1076816,,,,
1076817,,,,
1076819,,,,
1076820,,,,
1076822,,,,
1076823,,,,
1076824,,,,
1076826,,,,
1076828,,,,
1076829,,,,
1076830,,,,
1076831,,,,
1076832,,,,
1076833,BLACK,FEMALE,1989,26
1076834,,,,
1076836,,,,
1076837,,,,
1076838,,,,
1076841,,,,
1076843,,,,
1076844,,,,
1076845,,,,
1076846,,,,
1076847,,,,
1076848,,,,
1076849,,,,
1076850,,,,
1076851,BLACK,MALE,,
1076852,WHITE,FEMALE,,
1076853,,,,
1076854,ASIAN/PACIFIC ISLANDER,FEMALE,1964,51
1076856,,,,
1076857,,,,
1076858,,,,
1076859,,,,
1076860,,,,
1076861,,,,
1076863,,,,
1076864,,,,
1076865,,,,
1076867,,,,
1076869,,,,
1076870,,,,
1076871,,,,
1076872,,FEMALE,,
1076873,,,,
1076874,,,,
1076877,,MALE,,
1076877,BLACK,MALE,,
1076877,BLACK,MALE,,
1076878,,,,
1076880,,,,
1076881,BLACK,FEMALE,1996,18
1076881,BLACK,FEMALE,1993,22
1076882,BLACK,FEMALE,1995,20
1076884,,,,
1076886,,,,
1076887,,,,
1076888,,,,
1076889,WHITE,FEMALE,1998,17
1076890,,,,
1076891,,,,
1076892,BLACK,FEMALE,1963,52
1076893,,,,
1076894,,,,
1076895,,,,
1076896,BLACK,FEMALE,1952,63
1076897,,,,
1076898,,,,
1076899,,,,
1076900,,,,
1076902,,,,
1076903,,,,
1076904,,,,
1076905,BLACK,FEMALE,1962,52
1076906,,,,
1076907,,,,
1076908,,,,
1076909,,,,
1076910,,,,
1076912,WHITE HISPANIC,MALE,1992,23
1076912,BLACK,MALE,,
1076912,WHITE,MALE,,
1076913,,,,
1076914,,,,
1076916,,,,
1076917,BLACK,MALE,2004,11
1076918,,,,
1076919,,,,
1076920,,,,
1076921,,,,
1076922,WHITE HISPANIC,MALE,1995,19
1076922,WHITE HISPANIC,MALE,1981,34
1076922,WHITE HISPANIC,FEMALE,1994,20
1076922,WHITE HISPANIC,FEMALE,1998,17
1076922,WHITE HISPANIC,MALE,1987,28
1076922,WHITE HISPANIC,MALE,1988,26
1076923,,,,
1076924,,,,
1076925,,,,
1076926,,,,
1076929,,,,
1076930,,,,
1076931,,,,
1076932,,,,
1076933,,,,
1076934,,,,
1076935,,,,
1076937,,,,
1076938,,,,
1076940,,,,
1076941,BLACK,FEMALE,,
1076943,,,,
1076945,BLACK,MALE,1962,53
1076947,,,,
1076948,,,,
1076949,,,,
1076951,WHITE HISPANIC,MALE,,
1076951,BLACK,MALE,,
1076951,WHITE HISPANIC,MALE,,
1076953,,,,
1076954,,,,
1076955,BLACK,FEMALE,1979,36
1076956,,,,
1076957,,,,
1076958,,,,
1076959,,,,
1076960,,,,
1076961,,,,
1076962,,,,
1076963,,,,
1076965,WHITE,MALE,1989,25
1076966,,,,
1076967,BLACK,MALE,2004,11
1076967,BLACK,MALE,1998,17
1076969,,,,
1076970,BLACK,MALE,,
1076970,WHITE,MALE,,
1076970,WHITE HISPANIC,MALE,,
1076971,WHITE,MALE,,
1076971,WHITE HISPANIC,MALE,,
1076972,,,,
1076973,,FEMALE,,
1076973,,MALE,,
1076973,,FEMALE,,
1076974,,,,
1076975,,,,
1076977,,,,
1076978,,,,
1076979,,,,
1076980,BLACK,FEMALE,1976,38
1076981,,,,
1076983,BLACK,FEMALE,1980,35
1076984,BLACK,FEMALE,1992,23
1076984,BLACK,MALE,1984,31
1076985,BLACK,MALE,,
1076985,BLACK,FEMALE,,
1076985,BLACK,FEMALE,,
1076987,,,,
1076988,,,,
1076989,WHITE,MALE,1985,30
1076990,,,,
1076991,,,,
1076992,,,,
1076993,,,,
1076994,,,,
1076995,,,,
1076996,,,,
1076997,,,,
1076998,,,,
1077000,,,,
1077001,,,,
1077002,,,,
1077003,,,,
1077004,,,,
1077005,,,,
1077007,BLACK,MALE,2002,13
1077008,,,,
1077009,,,,
1077010,,,,
1077011,,,,
1077012,,,,
1077014,,,,
1077015,WHITE HISPANIC,MALE,,
1077015,WHITE HISPANIC,MALE,,
1077016,,,,
1077017,,,,
1077018,BLACK,FEMALE,1963,51
1077019,,,,
1077021,,,,
1077024,,,,
1077025,,,,
1077026,WHITE,FEMALE,1985,29
1077027,WHITE,MALE,1977,37
1077028,,,,
1077029,,,,
1077030,,,,
1077031,WHITE,MALE,,
1077032,,,,
1077033,,,,
1077034,,,,
1077035,BLACK,FEMALE,1973,41
1077036,,,,
1077038,,,,
1077039,,,,
1077042,,,,
1077043,,,,
1077045,WHITE HISPANIC,MALE,,
1077045,,,,
1077046,,,,
1077047,BLACK,MALE,,
1077048,,,,
1077049,,,,
1077050,BLACK,MALE,1969,46
1077051,,,,
1077052,,,,
1077053,BLACK,MALE,,
1077054,,,,
1077056,,,,
1077057,UNKNOWN,MALE,,
1077058,,,,
1077059,,,,
1077060,,,,
1077061,,,,
1077063,,,,
1077064,,,,
1077065,BLACK,MALE,1985,29
1077065,BLACK,MALE,1990,25
1077066,,MALE,1959,56
1077067,,,,
1077068,,,,
1077069,,,,
1077070,BLACK,MALE,1976,39
1077071,,,,
1077072,,,,
1077073,,,,
1077074,,,,
1077075,,,,
1077076,,,,
1077077,,,,
1077078,BLACK HISPANIC,MALE,,
1077078,WHITE HISPANIC,FEMALE,,
1077078,BLACK HISPANIC,FEMALE,,
1077078,WHITE HISPANIC,FEMALE,,
1077078,WHITE HISPANIC,MALE,1996,18
1077078,WHITE HISPANIC,FEMALE,1998,17
1077078,WHITE HISPANIC,FEMALE,1989,25
1077079,,,,
1077080,,,,
1077081,,,,
1077082,,,,
1077083,BLACK,MALE,1990,25
1077084,,,,
1077085,BLACK,FEMALE,1996,19
1077085,BLACK,FEMALE,1982,32
1077085,BLACK,FEMALE,,
1077086,,,,
1077087,BLACK,,1983,32
1077087,BLACK,MALE,1994,21
1077088,,,,
1077089,,,,
1077090,WHITE HISPANIC,MALE,,
1077091,,,,
1077092,BLACK,MALE,,
1077092,BLACK,FEMALE,,
1077092,BLACK,MALE,,
1077093,,,,
1077094,,,,
1077095,,,,
1077096,BLACK,MALE,1999,16
1077100,,,,
1077101,,,,
1077102,,,,
1077103,,,,
1077104,,,,
1077105,,,,
1077106,WHITE HISPANIC,FEMALE,1980,35
1077107,,,,
1077108,,,,
1077109,,,,
1077110,,,,
1077113,BLACK,MALE,1983,31
1077114,,,,
1077115,,,,
1077116,WHITE,MALE,,
1077116,UNKNOWN,MALE,,
1077116,,MALE,,
1077117,,,,
1077118,,,,
1077119,,,,
1077120,,,,
1077122,,,,
1077123,,,,
1077124,,,,
1077125,,MALE,,
1077127,,,,
1077129,,,,
1077133,,,,
1077134,,,,
1077135,,,,
1077136,,,,
1077137,,,,
1077138,BLACK,MALE,,
1077139,,,,
1077140,,,,
1077141,,,,
1077143,,,,
1077144,,,,
1077145,,,,
